time, email, name, location, category, price, distance, restaurant_idlist
1631369257, IP: 127.0.0.1, guest, 28.6023741,-81.166558, american, 2, 10, ['lIwaafufo1VMDyhh0YUqLQ', 'xGeQSE9PpMCi1BRaXEHnsQ', 'JmYa0zgRu7s3-lQqqpAEog', '7kiwG4kTapcD-8aGW87iKA', 'psKQQp-KgQVe4L4xPgjKpQ', 'xRnhBtG63UNqQaC7wJUUZA', '9JqLMSb_lU0BqecAITonYQ', 'Ag89Kt5lObftTZG7yPCMsQ', '5lRflIhl7o3-pSWOzVmXFw']
1631371832, IP: 127.0.0.1, guest, 28.6023653,-81.16657889999999, american, 4, 12, ['xGeQSE9PpMCi1BRaXEHnsQ', 'lIwaafufo1VMDyhh0YUqLQ', 'eDqlv7ssRSjgGZl25L6Zag', '_JlTf8X3R1v3igOYthZdkQ', 'wxMYLgRy-fNURdLNRJLhQQ', 'JmYa0zgRu7s3-lQqqpAEog', '7kiwG4kTapcD-8aGW87iKA', 'psKQQp-KgQVe4L4xPgjKpQ', 'xRnhBtG63UNqQaC7wJUUZA']
1703944372, IP: 192.168.86.227, guest, 34217, american, 4, 10, ['olq275mBvUO5soF_7OrW9w', 'zo0VocAu-lNkg9Zc-gxJEw', 'HoBx2t4TqOgGYsoFak26uQ', '2bOKhyrIOnn-nKsSwDqnSg', 'iKjGhgEDTC6jxeGdKo8d_Q', 'W8lZvEL7REQald5SnuSLqA', 'xv4V6U51f3kq_zhRmZoCZQ', 'sg-UjMIOH0DYVtwb7AyjeQ']
1703944425, IP: 192.168.86.227, guest, 34217, american, 4, 5, ['olq275mBvUO5soF_7OrW9w', 'HoBx2t4TqOgGYsoFak26uQ', 'zo0VocAu-lNkg9Zc-gxJEw', 'iKjGhgEDTC6jxeGdKo8d_Q', 'W8lZvEL7REQald5SnuSLqA', '2bOKhyrIOnn-nKsSwDqnSg', 'xv4V6U51f3kq_zhRmZoCZQ']
1703944519, IP: 192.168.86.227, guest, 33716, , 4, 2, ['D2kZP7jvrWTuRzcPY6NbqA', 'CwbqhvNJj6C4J2kV2np51Q', '7i4aw4ICQ_l8V-GM_PjnuQ', 'Jc6MxMyCLp4DMfN4C1t1aQ']
1703944643, IP: 192.168.86.227, guest, 34217, asian, 4, 10, ['PJKjX3Eod_tyVoaLFwUbaA', 'xv4V6U51f3kq_zhRmZoCZQ']
1703944761, IP: 127.0.0.1, guest, 27.8460628,-82.6362423, american, 4, 5, ['ExcFu7R8ATHczORJ4opEUA', 'AG8T1jIgBvY0T1G3gkp1Jg', 'Jfvd4mr8axS3l5i_Segw4g', 'fOStJUhq7V-qE8RL6xepDw', 'D2kZP7jvrWTuRzcPY6NbqA', '-IvBAqkaQcDt-fj-KhOFpQ', 'dI4hRSdt90bZyh2L9Kz71Q', 'raB-B-N9DxXp1Ibeh818wA']
1705179508, IP: 127.0.0.1, guest, 27.875695,-82.624188, asian, 4, 10, ['9cu2p2Z925hHkWHVyrp1JQ', 'B1OjiK9Bx5t_mIm9I6mZ-Q', 'a6J0Jq1GJ6Shk-L10Bp6Cw', 'P3QRK1wW3FewUP7mGojQNA', 'QboMIy08NLnBbLXEsmnDHg', '8DLqY8t14BdJVbizru8-aA', 'poUBW6Ssag7DeRzecF1ojw', 'xh7mQ46QUMswpugKJFmppQ', 'IZFXEqgeRt7ukNuE6P3dgA', 'zGtHhmjmZV-ZTTVw5QlTKg']
1705180446, IP: 127.0.0.1, guest, 27.875695,-82.624188, seafood, 4, 2, ['tmB7B9n_9ZW-I7-ONaAG9A', 'RTOIDrDonj9tgYHHSTuu-g']
